,memo_no,nat_instr,instr_date,usage,cp_incl,op_date,consid,gfa,nfa,gpsf,npsf,remark1,remark2,MW_data_code,memo_no.1,unit,floor,block,phase,bldg_name_en,bldg_name_ch,est_name_en,est_name_ch,st_name_en,st_name_ch,st_no_start,st_no_end,d_code,lot_no,bldg_ph_blk,st_bldg_ph_blk,subject_pty,code_chinese,op_year,bldg_age,bldg_name_ench,st_address,st_address_en,st_address_ch,ch_address,en_address,final_address,subject_pty_consid,floor_copy
42259,19011100460058,ASP,2019-01-04,RES,blank,2000/12,4.38,854,650,5129,6738,blank,blank,5483295,19011100460058,1,39.0,O,2,blank,blank,TIN FU COURT,天富苑,TIN SAU RD,天秀路,15,blank,NTSW,TSWTL22,TIN FU COURT||Phase 2|Block O,天秀路TIN FU COURT|Phase2|BlockO,天秀路TIN FU COURT|Phase2|BlockO|39|1,天水圍,2000,20,blankblank,15 TIN SAU RD|天秀路,15 TIN SAU RD,15 天秀路,"天富苑O座,天秀路","TIN FU COURT(BLOCK O),TIN SAU RD","TIN FU COURT(Block O),TIN SAU RD|天富苑O座,天秀路",TIN SAU RDTIN FU COURTblankblank|Phase2|BlockO|39|1consid4.38,39
43759,20020302140478,ASP,2020-01-17,RES,blank,2021/03,8.3841,0,663,0,12646,blank,BW:5 SF (NE) / BAL:22 SF (NI) / UP:16 SF (NI) / ,5668503,20020302140478,A1,7.0,23,blank,blank,blank,WETLAND SEASONS PARK,blank,WETLAND PARK RD,濕地公園路,9,blank,NTSW,TSWTL34,WETLAND SEASONS PARK||Phase |Block 23,濕地公園路WETLAND SEASONS PARK|Phase|Block23,濕地公園路WETLAND SEASONS PARK|Phase|Block23|7|A1,天水圍,2021,-1,blankblank,9 WETLAND PARK RD|濕地公園路,9 WETLAND PARK RD,9 濕地公園路,"blank23座,濕地公園路","WETLAND SEASONS PARK(BLOCK 23),WETLAND PARK RD","WETLAND SEASONS PARK(Block 23),WETLAND PARK RD|blank23座,濕地公園路",WETLAND PARK RDWETLAND SEASONS PARKblankblank|Phaseblank|Block23|7|A1consid8.3841,7
43760,20020302140592,ASP,2020-01-10,RES,blank,2021/03,9.3018,0,768,0,12112,blank,BAL:21 SF (NI) / ,5668507,20020302140592,B,1.0,V8,blank,blank,blank,WETLAND SEASONS PARK,blank,WETLAND PARK RD,濕地公園路,9,blank,NTSW,TSWTL34,WETLAND SEASONS PARK||Phase |Block V8,濕地公園路WETLAND SEASONS PARK|Phase|BlockV8,濕地公園路WETLAND SEASONS PARK|Phase|BlockV8|1|B,天水圍,2021,-1,blankblank,9 WETLAND PARK RD|濕地公園路,9 WETLAND PARK RD,9 濕地公園路,"blankV8座,濕地公園路","WETLAND SEASONS PARK(BLOCK V8),WETLAND PARK RD","WETLAND SEASONS PARK(Block V8),WETLAND PARK RD|blankV8座,濕地公園路",WETLAND PARK RDWETLAND SEASONS PARKblankblank|Phaseblank|BlockV8|1|Bconsid9.3018,1
43761,20020302260148,ASP,2020-01-17,RES,blank,2021/03,5.5474,0,431,0,12871,blank,BW:3 SF (NE) / BAL:22 SF (NI) / ,5668546,20020302260148,B2,2.0,20,blank,blank,blank,WETLAND SEASONS PARK,blank,WETLAND PARK RD,濕地公園路,9,blank,NTSW,TSWTL34,WETLAND SEASONS PARK||Phase |Block 20,濕地公園路WETLAND SEASONS PARK|Phase|Block20,濕地公園路WETLAND SEASONS PARK|Phase|Block20|2|B2,天水圍,2021,-1,blankblank,9 WETLAND PARK RD|濕地公園路,9 WETLAND PARK RD,9 濕地公園路,"blank20座,濕地公園路","WETLAND SEASONS PARK(BLOCK 20),WETLAND PARK RD","WETLAND SEASONS PARK(Block 20),WETLAND PARK RD|blank20座,濕地公園路",WETLAND PARK RDWETLAND SEASONS PARKblankblank|Phaseblank|Block20|2|B2consid5.5474,2
43762,20020302260172,ASP,2020-01-17,RES,blank,1996/02,5.5,709,556,7757,9892,blank,BW:39 SF (GI/NE) / ,5668548,20020302260172,D,24.0,2,blank,LYNWOOD COURT,麗湖居,KINGSWOOD VILLAS,嘉湖山莊,TIN KWAI RD,天葵路,3,blank,NTSW,TSWTL5RP,KINGSWOOD VILLAS|LYNWOOD COURT麗湖居|Phase |Block 2,天葵路KINGSWOOD VILLASLYNWOOD COURT麗湖居|Phase|Block2,天葵路KINGSWOOD VILLASLYNWOOD COURT麗湖居|Phase|Block2|24|D,天水圍,1996,24,LYNWOOD COURT麗湖居,3 TIN KWAI RD|天葵路,3 TIN KWAI RD,3 天葵路,"麗湖居,嘉湖山莊,天葵路","LYNWOOD COURT,KINGSWOOD VILLAS,TIN KWAI RD","LYNWOOD COURT,KINGSWOOD VILLAS,TIN KWAI RD|麗湖居,嘉湖山莊,天葵路",TIN KWAI RDKINGSWOOD VILLASLYNWOOD COURT麗湖居|Phaseblank|Block2|24|Dconsid5.5,24
43763,20020302260534,ASP,2020-01-17,RES,blank,2021/03,5.294,0,431,0,12283,blank,BAL:22 SF (NI) / UP:16 SF (NI) / ,5668563,20020302260534,B5,3.0,21,blank,blank,blank,WETLAND SEASONS PARK,blank,WETLAND PARK RD,濕地公園路,9,blank,NTSW,TSWTL34,WETLAND SEASONS PARK||Phase |Block 21,濕地公園路WETLAND SEASONS PARK|Phase|Block21,濕地公園路WETLAND SEASONS PARK|Phase|Block21|3|B5,天水圍,2021,-1,blankblank,9 WETLAND PARK RD|濕地公園路,9 WETLAND PARK RD,9 濕地公園路,"blank21座,濕地公園路","WETLAND SEASONS PARK(BLOCK 21),WETLAND PARK RD","WETLAND SEASONS PARK(Block 21),WETLAND PARK RD|blank21座,濕地公園路",WETLAND PARK RDWETLAND SEASONS PARKblankblank|Phaseblank|Block21|3|B5consid5.294,3
43764,20020302270197,ASP,2020-01-17,RES,blank,2021/03,5.5755,0,425,0,13119,blank,BW:2 SF (NE) / BAL:22 SF (NI) / UP:16 SF (NI) / ,5668572,20020302270197,A5,2.0,10,blank,blank,blank,WETLAND SEASONS PARK,blank,WETLAND PARK RD,濕地公園路,9,blank,NTSW,TSWTL34,WETLAND SEASONS PARK||Phase |Block 10,濕地公園路WETLAND SEASONS PARK|Phase|Block10,濕地公園路WETLAND SEASONS PARK|Phase|Block10|2|A5,天水圍,2021,-1,blankblank,9 WETLAND PARK RD|濕地公園路,9 WETLAND PARK RD,9 濕地公園路,"blank10座,濕地公園路","WETLAND SEASONS PARK(BLOCK 10),WETLAND PARK RD","WETLAND SEASONS PARK(Block 10),WETLAND PARK RD|blank10座,濕地公園路",WETLAND PARK RDWETLAND SEASONS PARKblankblank|Phaseblank|Block10|2|A5consid5.5755,2
43765,20020302270209,ASP,2020-01-10,RES,blank,2021/03,5.3568,0,431,0,12429,blank,BW:3 SF (NE) / BAL:22 SF (NI) / ,5668573,20020302270209,B3,2.0,21,blank,blank,blank,WETLAND SEASONS PARK,blank,WETLAND PARK RD,濕地公園路,9,blank,NTSW,TSWTL34,WETLAND SEASONS PARK||Phase |Block 21,濕地公園路WETLAND SEASONS PARK|Phase|Block21,濕地公園路WETLAND SEASONS PARK|Phase|Block21|2|B3,天水圍,2021,-1,blankblank,9 WETLAND PARK RD|濕地公園路,9 WETLAND PARK RD,9 濕地公園路,"blank21座,濕地公園路","WETLAND SEASONS PARK(BLOCK 21),WETLAND PARK RD","WETLAND SEASONS PARK(Block 21),WETLAND PARK RD|blank21座,濕地公園路",WETLAND PARK RDWETLAND SEASONS PARKblankblank|Phaseblank|Block21|2|B3consid5.3568,2
43766,20020302270210,ASP,2020-01-10,RES,blank,2021/03,5.9948,0,432,0,13877,blank,BW:3 SF (NE) / BAL:22 SF (NI) / RF:259 SF / ,5668574,20020302270210,B2,10.0,21,blank,blank,blank,WETLAND SEASONS PARK,blank,WETLAND PARK RD,濕地公園路,9,blank,NTSW,TSWTL34,WETLAND SEASONS PARK||Phase |Block 21,濕地公園路WETLAND SEASONS PARK|Phase|Block21,濕地公園路WETLAND SEASONS PARK|Phase|Block21|10|B2,天水圍,2021,-1,blankblank,9 WETLAND PARK RD|濕地公園路,9 WETLAND PARK RD,9 濕地公園路,"blank21座,濕地公園路","WETLAND SEASONS PARK(BLOCK 21),WETLAND PARK RD","WETLAND SEASONS PARK(Block 21),WETLAND PARK RD|blank21座,濕地公園路",WETLAND PARK RDWETLAND SEASONS PARKblankblank|Phaseblank|Block21|10|B2consid5.9948,10
43767,20020302270221,ASP,2020-01-10,RES,blank,2021/03,7.955,0,673,0,11820,blank,BW:3 SF (NE) / BAL:22 SF (NI) / UP:17 SF (NI) / ,5668879,20020302270221,A6,5.0,10,blank,blank,blank,WETLAND SEASONS PARK,blank,WETLAND PARK RD,濕地公園路,9,blank,NTSW,TSWTL34,WETLAND SEASONS PARK||Phase |Block 10,濕地公園路WETLAND SEASONS PARK|Phase|Block10,濕地公園路WETLAND SEASONS PARK|Phase|Block10|5|A6,天水圍,2021,-1,blankblank,9 WETLAND PARK RD|濕地公園路,9 WETLAND PARK RD,9 濕地公園路,"blank10座,濕地公園路","WETLAND SEASONS PARK(BLOCK 10),WETLAND PARK RD","WETLAND SEASONS PARK(Block 10),WETLAND PARK RD|blank10座,濕地公園路",WETLAND PARK RDWETLAND SEASONS PARKblankblank|Phaseblank|Block10|5|A6consid7.955,5
43768,20020302270233,ASP,2020-01-10,RES,blank,2021/03,5.9827,0,469,0,12756,blank,BAL:22 SF (NI) / ,5668575,20020302270233,B8,2.0,6,blank,blank,blank,WETLAND SEASONS PARK,blank,WETLAND PARK RD,濕地公園路,9,blank,NTSW,TSWTL34,WETLAND SEASONS PARK||Phase |Block 6,濕地公園路WETLAND SEASONS PARK|Phase|Block6,濕地公園路WETLAND SEASONS PARK|Phase|Block6|2|B8,天水圍,2021,-1,blankblank,9 WETLAND PARK RD|濕地公園路,9 WETLAND PARK RD,9 濕地公園路,"blank6座,濕地公園路","WETLAND SEASONS PARK(BLOCK 6),WETLAND PARK RD","WETLAND SEASONS PARK(Block 6),WETLAND PARK RD|blank6座,濕地公園路",WETLAND PARK RDWETLAND SEASONS PARKblankblank|Phaseblank|Block6|2|B8consid5.9827,2
43769,20020302270240,ASP,2020-01-10,RES,blank,2021/03,5.3618,0,425,0,12616,blank,BW:3 SF (NE) / BAL:22 SF (NI) / ,5668576,20020302270240,B1,3.0,21,blank,blank,blank,WETLAND SEASONS PARK,blank,WETLAND PARK RD,濕地公園路,9,blank,NTSW,TSWTL34,WETLAND SEASONS PARK||Phase |Block 21,濕地公園路WETLAND SEASONS PARK|Phase|Block21,濕地公園路WETLAND SEASONS PARK|Phase|Block21|3|B1,天水圍,2021,-1,blankblank,9 WETLAND PARK RD|濕地公園路,9 WETLAND PARK RD,9 濕地公園路,"blank21座,濕地公園路","WETLAND SEASONS PARK(BLOCK 21),WETLAND PARK RD","WETLAND SEASONS PARK(Block 21),WETLAND PARK RD|blank21座,濕地公園路",WETLAND PARK RDWETLAND SEASONS PARKblankblank|Phaseblank|Block21|3|B1consid5.3618,3
43770,20020302270258,ASP,2020-01-10,RES,blank,2021/03,6.0247,0,426,0,14142,blank,BW:2 SF (NE) / BAL:22 SF (NI) / UP:16 SF (NI) / RF:275 SF / ,5668577,20020302270258,A6,10.0,6,blank,blank,blank,WETLAND SEASONS PARK,blank,WETLAND PARK RD,濕地公園路,9,blank,NTSW,TSWTL34,WETLAND SEASONS PARK||Phase |Block 6,濕地公園路WETLAND SEASONS PARK|Phase|Block6,濕地公園路WETLAND SEASONS PARK|Phase|Block6|10|A6,天水圍,2021,-1,blankblank,9 WETLAND PARK RD|濕地公園路,9 WETLAND PARK RD,9 濕地公園路,"blank6座,濕地公園路","WETLAND SEASONS PARK(BLOCK 6),WETLAND PARK RD","WETLAND SEASONS PARK(Block 6),WETLAND PARK RD|blank6座,濕地公園路",WETLAND PARK RDWETLAND SEASONS PARKblankblank|Phaseblank|Block6|10|A6consid6.0247,10
43771,20020302270261,ASP,2020-01-10,RES,blank,2021/03,6.9998,0,568,0,12324,blank,BW:3 SF (NE) / GDN:145 SF / ,5668578,20020302270261,A1,,23,blank,blank,blank,WETLAND SEASONS PARK,blank,WETLAND PARK RD,濕地公園路,9,blank,NTSW,TSWTL34,WETLAND SEASONS PARK||Phase |Block 23,濕地公園路WETLAND SEASONS PARK|Phase|Block23,濕地公園路WETLAND SEASONS PARK|Phase|Block23|G|A1,天水圍,2021,-1,blankblank,9 WETLAND PARK RD|濕地公園路,9 WETLAND PARK RD,9 濕地公園路,"blank23座,濕地公園路","WETLAND SEASONS PARK(BLOCK 23),WETLAND PARK RD","WETLAND SEASONS PARK(Block 23),WETLAND PARK RD|blank23座,濕地公園路",WETLAND PARK RDWETLAND SEASONS PARKblankblank|Phaseblank|Block23|G|A1consid6.9998,G
43772,20020302270273,ASP,2020-01-10,RES,blank,2021/03,8.7676,0,696,0,12597,blank,BW:5 SF (NE) / BAL:22 SF (NI) / UP:16 SF (NI) / ,5668579,20020302270273,A1,3.0,21,blank,blank,blank,WETLAND SEASONS PARK,blank,WETLAND PARK RD,濕地公園路,9,blank,NTSW,TSWTL34,WETLAND SEASONS PARK||Phase |Block 21,濕地公園路WETLAND SEASONS PARK|Phase|Block21,濕地公園路WETLAND SEASONS PARK|Phase|Block21|3|A1,天水圍,2021,-1,blankblank,9 WETLAND PARK RD|濕地公園路,9 WETLAND PARK RD,9 濕地公園路,"blank21座,濕地公園路","WETLAND SEASONS PARK(BLOCK 21),WETLAND PARK RD","WETLAND SEASONS PARK(Block 21),WETLAND PARK RD|blank21座,濕地公園路",WETLAND PARK RDWETLAND SEASONS PARKblankblank|Phaseblank|Block21|3|A1consid8.7676,3
43773,20020302290014,ASP,2020-01-10,RES,blank,2021/03,5.646,0,455,0,12409,blank,BW:2 SF (NE) / BAL:22 SF (NI) / UP:16 SF (NI) / ,5668584,20020302290014,A3,3.0,6,blank,blank,blank,WETLAND SEASONS PARK,blank,WETLAND PARK RD,濕地公園路,9,blank,NTSW,TSWTL34,WETLAND SEASONS PARK||Phase |Block 6,濕地公園路WETLAND SEASONS PARK|Phase|Block6,濕地公園路WETLAND SEASONS PARK|Phase|Block6|3|A3,天水圍,2021,-1,blankblank,9 WETLAND PARK RD|濕地公園路,9 WETLAND PARK RD,9 濕地公園路,"blank6座,濕地公園路","WETLAND SEASONS PARK(BLOCK 6),WETLAND PARK RD","WETLAND SEASONS PARK(Block 6),WETLAND PARK RD|blank6座,濕地公園路",WETLAND PARK RDWETLAND SEASONS PARKblankblank|Phaseblank|Block6|3|A3consid5.646,3
43774,20020302330032,ASP,2020-01-17,RES,blank,2021/03,7.904,0,696,0,11356,blank,BW:5 SF (NE) / BAL:22 SF (NI) / UP:16 SF (NI) / ,5668594,20020302330032,A3,3.0,20,blank,blank,blank,WETLAND SEASONS PARK,blank,WETLAND PARK RD,濕地公園路,9,blank,NTSW,TSWTL34,WETLAND SEASONS PARK||Phase |Block 20,濕地公園路WETLAND SEASONS PARK|Phase|Block20,濕地公園路WETLAND SEASONS PARK|Phase|Block20|3|A3,天水圍,2021,-1,blankblank,9 WETLAND PARK RD|濕地公園路,9 WETLAND PARK RD,9 濕地公園路,"blank20座,濕地公園路","WETLAND SEASONS PARK(BLOCK 20),WETLAND PARK RD","WETLAND SEASONS PARK(Block 20),WETLAND PARK RD|blank20座,濕地公園路",WETLAND PARK RDWETLAND SEASONS PARKblankblank|Phaseblank|Block20|3|A3consid7.904,3
43775,20020302330354,ASP,2020-01-17,RES,blank,2021/03,9.4493,0,700,0,13499,blank,BW:3 SF (NE) / BAL:22 SF (NI) / UP:16 SF (NI) / ,5668607,20020302330354,A3,6.0,23,blank,blank,blank,WETLAND SEASONS PARK,blank,WETLAND PARK RD,濕地公園路,9,blank,NTSW,TSWTL34,WETLAND SEASONS PARK||Phase |Block 23,濕地公園路WETLAND SEASONS PARK|Phase|Block23,濕地公園路WETLAND SEASONS PARK|Phase|Block23|6|A3,天水圍,2021,-1,blankblank,9 WETLAND PARK RD|濕地公園路,9 WETLAND PARK RD,9 濕地公園路,"blank23座,濕地公園路","WETLAND SEASONS PARK(BLOCK 23),WETLAND PARK RD","WETLAND SEASONS PARK(Block 23),WETLAND PARK RD|blank23座,濕地公園路",WETLAND PARK RDWETLAND SEASONS PARKblankblank|Phaseblank|Block23|6|A3consid9.4493,6
43776,20020302330367,ASP,2020-01-10,RES,blank,2021/03,8.72,0,709,0,12299,blank,BW:5 SF (NE) / GDN:156 SF / ,5668608,20020302330367,B1,,21,blank,blank,blank,WETLAND SEASONS PARK,blank,WETLAND PARK RD,濕地公園路,9,blank,NTSW,TSWTL34,WETLAND SEASONS PARK||Phase |Block 21,濕地公園路WETLAND SEASONS PARK|Phase|Block21,濕地公園路WETLAND SEASONS PARK|Phase|Block21|G|B1,天水圍,2021,-1,blankblank,9 WETLAND PARK RD|濕地公園路,9 WETLAND PARK RD,9 濕地公園路,"blank21座,濕地公園路","WETLAND SEASONS PARK(BLOCK 21),WETLAND PARK RD","WETLAND SEASONS PARK(Block 21),WETLAND PARK RD|blank21座,濕地公園路",WETLAND PARK RDWETLAND SEASONS PARKblankblank|Phaseblank|Block21|G|B1consid8.72,G
43777,20020302400013,ASP,2020-01-10,RES,blank,2021/03,5.6364,0,429,0,13138,blank,BW:2 SF (NE) / BAL:22 SF (NI) / UP:16 SF (NI) / ,5668644,20020302400013,A5,7.0,6,blank,blank,blank,WETLAND SEASONS PARK,blank,WETLAND PARK RD,濕地公園路,9,blank,NTSW,TSWTL34,WETLAND SEASONS PARK||Phase |Block 6,濕地公園路WETLAND SEASONS PARK|Phase|Block6,濕地公園路WETLAND SEASONS PARK|Phase|Block6|7|A5,天水圍,2021,-1,blankblank,9 WETLAND PARK RD|濕地公園路,9 WETLAND PARK RD,9 濕地公園路,"blank6座,濕地公園路","WETLAND SEASONS PARK(BLOCK 6),WETLAND PARK RD","WETLAND SEASONS PARK(Block 6),WETLAND PARK RD|blank6座,濕地公園路",WETLAND PARK RDWETLAND SEASONS PARKblankblank|Phaseblank|Block6|7|A5consid5.6364,7
43778,20020302420018,ASP,2020-01-17,RES,blank,2021/03,8.064,0,696,0,11586,blank,BW:5 SF (NE) / BAL:22 SF (NI) / UP:16 SF (NI) / ,5668645,20020302420018,A3,6.0,20,blank,blank,blank,WETLAND SEASONS PARK,blank,WETLAND PARK RD,濕地公園路,9,blank,NTSW,TSWTL34,WETLAND SEASONS PARK||Phase |Block 20,濕地公園路WETLAND SEASONS PARK|Phase|Block20,濕地公園路WETLAND SEASONS PARK|Phase|Block20|6|A3,天水圍,2021,-1,blankblank,9 WETLAND PARK RD|濕地公園路,9 WETLAND PARK RD,9 濕地公園路,"blank20座,濕地公園路","WETLAND SEASONS PARK(BLOCK 20),WETLAND PARK RD","WETLAND SEASONS PARK(Block 20),WETLAND PARK RD|blank20座,濕地公園路",WETLAND PARK RDWETLAND SEASONS PARKblankblank|Phaseblank|Block20|6|A3consid8.064,6
43779,20020302420025,ASP,2020-01-17,RES,blank,2021/03,5.9281,0,432,0,13722,blank,BW:3 SF (NE) / BAL:22 SF (NI) / RF:259 SF / ,5668646,20020302420025,B1,10.0,20,blank,blank,blank,WETLAND SEASONS PARK,blank,WETLAND PARK RD,濕地公園路,9,blank,NTSW,TSWTL34,WETLAND SEASONS PARK||Phase |Block 20,濕地公園路WETLAND SEASONS PARK|Phase|Block20,濕地公園路WETLAND SEASONS PARK|Phase|Block20|10|B1,天水圍,2021,-1,blankblank,9 WETLAND PARK RD|濕地公園路,9 WETLAND PARK RD,9 濕地公園路,"blank20座,濕地公園路","WETLAND SEASONS PARK(BLOCK 20),WETLAND PARK RD","WETLAND SEASONS PARK(Block 20),WETLAND PARK RD|blank20座,濕地公園路",WETLAND PARK RDWETLAND SEASONS PARKblankblank|Phaseblank|Block20|10|B1consid5.9281,10
43780,20020302420039,ASP,2020-01-10,RES,blank,2021/03,5.8149,0,495,0,11747,blank,BW:3 SF (NE) / BAL:22 SF (NI) / UP:16 SF (NI) / ,5668647,20020302420039,A1,6.0,17,blank,blank,blank,WETLAND SEASONS PARK,blank,WETLAND PARK RD,濕地公園路,9,blank,NTSW,TSWTL34,WETLAND SEASONS PARK||Phase |Block 17,濕地公園路WETLAND SEASONS PARK|Phase|Block17,濕地公園路WETLAND SEASONS PARK|Phase|Block17|6|A1,天水圍,2021,-1,blankblank,9 WETLAND PARK RD|濕地公園路,9 WETLAND PARK RD,9 濕地公園路,"blank17座,濕地公園路","WETLAND SEASONS PARK(BLOCK 17),WETLAND PARK RD","WETLAND SEASONS PARK(Block 17),WETLAND PARK RD|blank17座,濕地公園路",WETLAND PARK RDWETLAND SEASONS PARKblankblank|Phaseblank|Block17|6|A1consid5.8149,6
43781,20020302420049,ASP,2020-01-10,RES,blank,2021/03,7.971,0,673,0,11844,blank,BW:3 SF (NE) / BAL:22 SF (NI) / UP:17 SF (NI) / ,5668648,20020302420049,A6,6.0,10,blank,blank,blank,WETLAND SEASONS PARK,blank,WETLAND PARK RD,濕地公園路,9,blank,NTSW,TSWTL34,WETLAND SEASONS PARK||Phase |Block 10,濕地公園路WETLAND SEASONS PARK|Phase|Block10,濕地公園路WETLAND SEASONS PARK|Phase|Block10|6|A6,天水圍,2021,-1,blankblank,9 WETLAND PARK RD|濕地公園路,9 WETLAND PARK RD,9 濕地公園路,"blank10座,濕地公園路","WETLAND SEASONS PARK(BLOCK 10),WETLAND PARK RD","WETLAND SEASONS PARK(Block 10),WETLAND PARK RD|blank10座,濕地公園路",WETLAND PARK RDWETLAND SEASONS PARKblankblank|Phaseblank|Block10|6|A6consid7.971,6
43782,20020302420052,ASP,2020-01-10,RES,blank,2021/03,6.136,0,485,0,12652,blank,BAL:22 SF (NI) / ,5668649,20020302420052,B3,9.0,17,blank,blank,blank,WETLAND SEASONS PARK,blank,WETLAND PARK RD,濕地公園路,9,blank,NTSW,TSWTL34,WETLAND SEASONS PARK||Phase |Block 17,濕地公園路WETLAND SEASONS PARK|Phase|Block17,濕地公園路WETLAND SEASONS PARK|Phase|Block17|9|B3,天水圍,2021,-1,blankblank,9 WETLAND PARK RD|濕地公園路,9 WETLAND PARK RD,9 濕地公園路,"blank17座,濕地公園路","WETLAND SEASONS PARK(BLOCK 17),WETLAND PARK RD","WETLAND SEASONS PARK(Block 17),WETLAND PARK RD|blank17座,濕地公園路",WETLAND PARK RDWETLAND SEASONS PARKblankblank|Phaseblank|Block17|9|B3consid6.136,9
43783,20020302420066,ASP,2020-01-10,RES,blank,2021/03,5.8837,0,485,0,12131,blank,BAL:22 SF (NI) / ,5668650,20020302420066,B3,3.0,17,blank,blank,blank,WETLAND SEASONS PARK,blank,WETLAND PARK RD,濕地公園路,9,blank,NTSW,TSWTL34,WETLAND SEASONS PARK||Phase |Block 17,濕地公園路WETLAND SEASONS PARK|Phase|Block17,濕地公園路WETLAND SEASONS PARK|Phase|Block17|3|B3,天水圍,2021,-1,blankblank,9 WETLAND PARK RD|濕地公園路,9 WETLAND PARK RD,9 濕地公園路,"blank17座,濕地公園路","WETLAND SEASONS PARK(BLOCK 17),WETLAND PARK RD","WETLAND SEASONS PARK(Block 17),WETLAND PARK RD|blank17座,濕地公園路",WETLAND PARK RDWETLAND SEASONS PARKblankblank|Phaseblank|Block17|3|B3consid5.8837,3
43784,20020302420076,ASP,2020-01-10,RES,blank,2021/03,12.9996,0,957,0,13584,blank,BAL:21 SF (NI) / FR:145 SF / ,5668651,20020302420076,C,2.0,V10,blank,blank,blank,WETLAND SEASONS PARK,blank,WETLAND PARK RD,濕地公園路,9,blank,NTSW,TSWTL34,WETLAND SEASONS PARK||Phase |Block V10,濕地公園路WETLAND SEASONS PARK|Phase|BlockV10,濕地公園路WETLAND SEASONS PARK|Phase|BlockV10|2|C,天水圍,2021,-1,blankblank,9 WETLAND PARK RD|濕地公園路,9 WETLAND PARK RD,9 濕地公園路,"blankV10座,濕地公園路","WETLAND SEASONS PARK(BLOCK V10),WETLAND PARK RD","WETLAND SEASONS PARK(Block V10),WETLAND PARK RD|blankV10座,濕地公園路",WETLAND PARK RDWETLAND SEASONS PARKblankblank|Phaseblank|BlockV10|2|Cconsid12.9996,2
43785,20020302420085,ASP,2020-01-10,RES,blank,2021/03,6.2365,0,541,0,11528,blank,BW:3 SF (NE) / BAL:22 SF (NI) / UP:16 SF (NI) / ,5668652,20020302420085,A2,2.0,20,blank,blank,blank,WETLAND SEASONS PARK,blank,WETLAND PARK RD,濕地公園路,9,blank,NTSW,TSWTL34,WETLAND SEASONS PARK||Phase |Block 20,濕地公園路WETLAND SEASONS PARK|Phase|Block20,濕地公園路WETLAND SEASONS PARK|Phase|Block20|2|A2,天水圍,2021,-1,blankblank,9 WETLAND PARK RD|濕地公園路,9 WETLAND PARK RD,9 濕地公園路,"blank20座,濕地公園路","WETLAND SEASONS PARK(BLOCK 20),WETLAND PARK RD","WETLAND SEASONS PARK(Block 20),WETLAND PARK RD|blank20座,濕地公園路",WETLAND PARK RDWETLAND SEASONS PARKblankblank|Phaseblank|Block20|2|A2consid6.2365,2
43786,20020302420090,ASP,2020-01-10,RES,blank,2021/03,6.0883,0,465,0,13093,blank,BW:2 SF (NE) / BAL:22 SF (NI) / UP:17 SF (NI) / ,5668653,20020302420090,A1,9.0,6,blank,blank,blank,WETLAND SEASONS PARK,blank,WETLAND PARK RD,濕地公園路,9,blank,NTSW,TSWTL34,WETLAND SEASONS PARK||Phase |Block 6,濕地公園路WETLAND SEASONS PARK|Phase|Block6,濕地公園路WETLAND SEASONS PARK|Phase|Block6|9|A1,天水圍,2021,-1,blankblank,9 WETLAND PARK RD|濕地公園路,9 WETLAND PARK RD,9 濕地公園路,"blank6座,濕地公園路","WETLAND SEASONS PARK(BLOCK 6),WETLAND PARK RD","WETLAND SEASONS PARK(Block 6),WETLAND PARK RD|blank6座,濕地公園路",WETLAND PARK RDWETLAND SEASONS PARKblankblank|Phaseblank|Block6|9|A1consid6.0883,9
43787,20020302420109,ASP,2020-01-10,RES,blank,2021/03,7.9443,0,700,0,11349,blank,BW:3 SF (NE) / BAL:22 SF (NI) / UP:16 SF (NI) / ,5668654,20020302420109,A1,1.0,22,blank,blank,blank,WETLAND SEASONS PARK,blank,WETLAND PARK RD,濕地公園路,9,blank,NTSW,TSWTL34,WETLAND SEASONS PARK||Phase |Block 22,濕地公園路WETLAND SEASONS PARK|Phase|Block22,濕地公園路WETLAND SEASONS PARK|Phase|Block22|1|A1,天水圍,2021,-1,blankblank,9 WETLAND PARK RD|濕地公園路,9 WETLAND PARK RD,9 濕地公園路,"blank22座,濕地公園路","WETLAND SEASONS PARK(BLOCK 22),WETLAND PARK RD","WETLAND SEASONS PARK(Block 22),WETLAND PARK RD|blank22座,濕地公園路",WETLAND PARK RDWETLAND SEASONS PARKblankblank|Phaseblank|Block22|1|A1consid7.9443,1
43788,20020302420114,ASP,2020-01-10,RES,blank,2021/03,9.1036,0,663,0,13731,blank,BW:5 SF (NE) / BAL:22 SF (NI) / UP:16 SF (NI) / ,5668655,20020302420114,A3,9.0,22,blank,blank,blank,WETLAND SEASONS PARK,blank,WETLAND PARK RD,濕地公園路,9,blank,NTSW,TSWTL34,WETLAND SEASONS PARK||Phase |Block 22,濕地公園路WETLAND SEASONS PARK|Phase|Block22,濕地公園路WETLAND SEASONS PARK|Phase|Block22|9|A3,天水圍,2021,-1,blankblank,9 WETLAND PARK RD|濕地公園路,9 WETLAND PARK RD,9 濕地公園路,"blank22座,濕地公園路","WETLAND SEASONS PARK(BLOCK 22),WETLAND PARK RD","WETLAND SEASONS PARK(Block 22),WETLAND PARK RD|blank22座,濕地公園路",WETLAND PARK RDWETLAND SEASONS PARKblankblank|Phaseblank|Block22|9|A3consid9.1036,9
